name,category,spec,price,code,description,availability,image,published
Blue Lotus Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2506,"Blue Lotus Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2506.webp,yes
Floral Mirror Wall,Mirror Décor,"4 × 8 ft ₹13,500","13,500",3803,"Floral Mirror Wall, 4 × 8 ft, at ₹13,500 per piece.",in_stock,/img/products/3803.webp,yes
Big Mirror Table,Mirror Décor,"2 × 4 × 2.5 ft ₹9,000","9,000",3804,"Big Mirror Table, 2 × 4 × 2.5 ft, at ₹9,000 per piece.",in_stock,/img/products/3804.webp,yes
Small Mirror Table,Mirror Décor,"2 × 3 × 2.5 ft ₹7,700","7,700",3805,"Small Mirror Table, 2 × 3 × 2.5 ft, at ₹7,700 per piece.",in_stock,/img/products/3805.webp,yes
Mirror Pillar,Mirror Décor,"Set of 3 · 6, 5 and 4 ft · per set","12,000",3807,"Mirror Pillar, at ₹12,000 per piece.",in_stock,/img/products/3807.webp,yes
Hiran (Deer),Mirror Décor,"7 ft ₹19,500","19,500",3808,"Hiran (Deer), 7 ft, at ₹19,500 per piece.",in_stock,/img/products/3808.webp,yes
Elephant,Mirror Décor,"5 ft ₹26,000","26,000",3809,"Elephant, 5 ft, at ₹26,000 per piece.",in_stock,/img/products/3809.webp,yes
2 Jar Velvet Chid,"Gift Boxes, Trays, Bags & Baskets",4 × 8 in ₹130,130,1201,"2 Jar Velvet Chid, 4 × 8 in, at ₹130 per piece.",in_stock,/img/products/1201.webp,yes
Premium 2 Jar,"Gift Boxes, Trays, Bags & Baskets",5 × 9 in ₹170,170,1202,"Premium 2 Jar, 5 × 9 in, at ₹170 per piece.",in_stock,/img/products/1202.webp,yes
2 & 3 Heritage,"Gift Boxes, Trays, Bags & Baskets",4 × 8 × 3 in ₹180 · 4 × 11 × 3 in ₹220,180,1203,"2 & 3 Heritage in 2 sizes, sold per piece: 4 × 8 × 3 in ₹180, 4 × 11 × 3 in ₹220.",in_stock,/img/products/1203.webp|/img/products/1203-2.webp,yes
2 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",4 × 8 × 4 in ₹160,160,1204,"2 Jar Digital Basket, 4 × 8 × 4 in, at ₹160 per piece.",in_stock,/img/products/1204.webp,yes
3 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",4 × 11 × 4 in ₹205,205,1205,"3 Jar Digital Basket, 4 × 11 × 4 in, at ₹205 per piece.",in_stock,/img/products/1205.webp|/img/products/1205-2.webp,yes
4 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 × 4 in ₹220,220,1206,"4 Jar Digital Basket, 8 × 8 × 4 in, at ₹220 per piece.",in_stock,/img/products/1206.webp,yes
Digital Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹170 · 12 × 12 in ₹225,170,1207,"Digital Basket in 2 sizes, sold per piece: 8 × 8 in ₹170, 12 × 12 in ₹225.",in_stock,/img/products/1207.webp,yes
Ribbon Digital Golden Set,"Gift Boxes, Trays, Bags & Baskets",7 × 11 in ₹215 · 9 × 13 in ₹240 · 11 × 15 in ₹270,215,1208,"Ribbon Digital Golden Set in 3 sizes, sold per piece: 7 × 11 in ₹215, 9 × 13 in ₹240, 11 × 15 in ₹270.",in_stock,/img/products/1208.webp,yes
Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in ₹225,225,1209,"Tray, 8 × 12 in, at ₹225 per piece.",in_stock,/img/products/1209.webp,yes
New Digital Basket,"Gift Boxes, Trays, Bags & Baskets",7 × 10 in ₹280,280,1210,"New Digital Basket, 7 × 10 in, at ₹280 per piece.",in_stock,/img/products/1210.webp,yes
Kappa Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹65 · 8 × 12 in ₹80,65,1211,"Kappa Basket in 2 sizes, sold per piece: 8 × 8 in ₹65, 8 × 12 in ₹80.",in_stock,/img/products/1211.webp|/img/products/1211-2.webp,yes
China Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹65 · 10 × 10 in ₹80 · 12 × 12 in ₹95,65,1212,"China Basket in 3 sizes, sold per piece: 8 × 8 in ₹65, 10 × 10 in ₹80, 12 × 12 in ₹95.",in_stock,/img/products/1212.webp,yes
Imperial Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹100 · 10 × 10 in ₹115 · 12 × 12 in ₹130,100,1213,"Imperial Basket in 3 sizes, sold per piece: 8 × 8 in ₹100, 10 × 10 in ₹115, 12 × 12 in ₹130.",in_stock,/img/products/1213.webp,yes
Wave Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹145 · 10 × 10 in ₹160 · 12 × 12 in ₹185,145,1214,"Wave Basket in 3 sizes, sold per piece: 8 × 8 in ₹145, 10 × 10 in ₹160, 12 × 12 in ₹185.",in_stock,/img/products/1214.webp|/img/products/1214-2.webp,yes
Cluster Oval Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹270 · 12 × 16 in ₹420,270,1215,"Cluster Oval Basket in 2 sizes, sold per piece: 10 × 14 in ₹270, 12 × 16 in ₹420.",in_stock,/img/products/1215.webp,yes
Cluster Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹180 · 10 × 10 in ₹200 · 12 × 12 in ₹220,180,1216,"Cluster Basket in 3 sizes, sold per piece: 8 × 8 in ₹180, 10 × 10 in ₹200, 12 × 12 in ₹220.",in_stock,/img/products/1216.webp,yes
Oval Leather Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹280 · 12 × 16 in ₹330,280,1217,"Oval Leather Basket in 2 sizes, sold per piece: 10 × 14 in ₹280, 12 × 16 in ₹330.",in_stock,/img/products/1217.webp|/img/products/1217-2.webp|/img/products/1217-3.webp,yes
Elite Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹200 · 10 × 10 in ₹230 · 12 × 12 in ₹260,200,1218,"Elite Basket in 3 sizes, sold per piece: 8 × 8 in ₹200, 10 × 10 in ₹230, 12 × 12 in ₹260.",in_stock,/img/products/1218.webp,yes
Cobra Dori Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹225 · 10 × 10 in ₹255 · 12 × 12 in ₹285,225,1219,"Cobra Dori Basket in 3 sizes, sold per piece: 8 × 8 in ₹225, 10 × 10 in ₹255, 12 × 12 in ₹285.",in_stock,/img/products/1219.webp,yes
Ice Velvet Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹295 · 14 × 14 in ₹365,295,1220,"Ice Velvet Basket in 2 sizes, sold per piece: 10 × 10 in ₹295, 14 × 14 in ₹365.",in_stock,/img/products/1220.webp,yes
Chid Handle Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹230 · 10 × 10 in ₹255 · 12 × 12 in ₹280,230,1221,"Chid Handle Basket in 3 sizes, sold per piece: 8 × 8 in ₹230, 10 × 10 in ₹255, 12 × 12 in ₹280.",in_stock,/img/products/1221.webp,yes
Bizzare Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹215 · 10 × 10 in ₹240 · 12 × 12 in ₹265,215,1222,"Bizzare Basket in 3 sizes, sold per piece: 8 × 8 in ₹215, 10 × 10 in ₹240, 12 × 12 in ₹265.",in_stock,/img/products/1222.webp,yes
Premium SA Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹250 · 10 × 10 in ₹270 · 12 × 12 in ₹290,250,1223,"Premium SA Basket in 3 sizes, sold per piece: 8 × 8 in ₹250, 10 × 10 in ₹270, 12 × 12 in ₹290.",in_stock,/img/products/1223.webp,yes
Premium Handle Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹390 · 12 × 12 in ₹470,390,1224,"Premium Handle Basket in 2 sizes, sold per piece: 10 × 10 in ₹390, 12 × 12 in ₹470.",in_stock,/img/products/1224.webp,yes
Net Tray Ped,"Gift Boxes, Trays, Bags & Baskets",12 × 12 in ₹170 · 14 × 14 in ₹185 · 12 × 16 in ₹195,170,1225,"Net Tray Ped in 3 sizes, sold per piece: 12 × 12 in ₹170, 14 × 14 in ₹185, 12 × 16 in ₹195.",in_stock,/img/products/1225.webp|/img/products/1225-2.webp|/img/products/1225-3.webp,yes
Tapper Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹140 · 16 × 21 in ₹175 · 18 × 24 in ₹210,140,1226,"Tapper Tray in 3 sizes, sold per piece: 14 × 18 in ₹140, 16 × 21 in ₹175, 18 × 24 in ₹210.",in_stock,/img/products/1226.webp,yes
Printed Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in ₹120 · 10 × 15 in ₹140 · 12 × 18 in ₹160,120,1227,"Printed Tray in 3 sizes, sold per piece: 8 × 12 in ₹120, 10 × 15 in ₹140, 12 × 18 in ₹160.",in_stock,/img/products/1227.webp,yes
Digital Tray Set,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹210 · 16 × 21 in ₹230 · 18 × 24 in ₹250,210,1228,"Digital Tray Set in 3 sizes, sold per piece: 14 × 18 in ₹210, 16 × 21 in ₹230, 18 × 24 in ₹250.",in_stock,/img/products/1228.webp|/img/products/1228-2.webp|/img/products/1228-3.webp,yes
Swead Tray Set,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹230 · 12 × 16 in ₹255 · 14 × 18 in ₹285,230,1229,"Swead Tray Set in 3 sizes, sold per piece: 10 × 14 in ₹230, 12 × 16 in ₹255, 14 × 18 in ₹285.",in_stock,/img/products/1229.webp|/img/products/1229-2.webp|/img/products/1229-3.webp,yes
Cork Handle Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹310,310,1230,"Cork Handle Tray, 14 × 18 in, at ₹310 per piece.",in_stock,/img/products/1230.webp,yes
2 Jar Blue Mor Tin Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,535,1167,"2 Jar Blue Mor Tin Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1167.webp|/img/products/1167-2.webp,yes
Vintage Hamper,"Gift Boxes, Trays, Bags & Baskets",Kappa board · jars of 200–250 g · per piece,560,1168,"Vintage Hamper, made in kappa board and jars hold 200–250 g, at ₹560 per piece.",in_stock,/img/products/1168.webp,yes
2 Jar Maroon Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,590,1169,"2 Jar Maroon Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹590 per piece.",in_stock,/img/products/1169.webp|/img/products/1169-2.webp,yes
2 Jar Steller Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,750,1170,"2 Jar Steller Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹750 per piece.",in_stock,/img/products/1170.webp,yes
4 Jar Blue Mor Tin Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,635,1171,"4 Jar Blue Mor Tin Hamper With Cavity, made in MDF and with 4 jars of 200–250 g, at ₹635 per piece.",in_stock,/img/products/1171.webp|/img/products/1171-2.webp,yes
4 Jar Maroon Scidix Hamper,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,660,1172,"4 Jar Maroon Scidix Hamper, made in MDF and with 4 jars of 200–250 g, at ₹660 per piece.",in_stock,/img/products/1172.webp|/img/products/1172-2.webp,yes
3+2 Jar Brown Leather Briefcase (MDF + Leather),"Gift Boxes, Trays, Bags & Baskets",MDF + leather · 5 jars of 200–250 g · per piece,750,1173,"3+2 Jar Brown Leather Briefcase (MDF + Leather), made in MDF And Leather and with 5 jars of 200–250 g, at ₹750 per piece.",in_stock,/img/products/1173.webp|/img/products/1173-2.webp,yes
3 Jar Pink Mor Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,760,1174,"3 Jar Pink Mor Hamper With Cavity, made in MDF and with 3 jars of 200–250 g, at ₹760 per piece.",in_stock,/img/products/1174.webp|/img/products/1174-2.webp,yes
6 Jar Pink Ambani With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,970,1175,"6 Jar Pink Ambani With Cavity, made in MDF and with 6 jars of 200–250 g, at ₹970 per piece.",in_stock,/img/products/1175.webp|/img/products/1175-2.webp,yes
3+2 Jar Brown Leather Briefcase (MDF),"Gift Boxes, Trays, Bags & Baskets",MDF · 5 jars of 200–250 g · per piece,970,1176,"3+2 Jar Brown Leather Briefcase (MDF), made in MDF and with 5 jars of 200–250 g, at ₹970 per piece.",in_stock,/img/products/1176.webp|/img/products/1176-2.webp,yes
Rexine Attachi,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,"1,160",1177,"Rexine Attachi, made in MDF and jars hold 200–250 g, at ₹1,160 per piece.",in_stock,/img/products/1177.webp|/img/products/1177-2.webp,yes
2 Jar Elite Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,"1,255",1178,"2 Jar Elite Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹1,255 per piece.",in_stock,/img/products/1178.webp|/img/products/1178-2.webp,yes
Turquoise Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,455,1179,"Turquoise Flower, made in MDF and jars hold 200–250 g, at ₹455 per piece.",in_stock,/img/products/1179.webp|/img/products/1179-2.webp,yes
4 Khana Torrent N Vintage,"Gift Boxes, Trays, Bags & Baskets",Kappa board · jars of 200–250 g · per piece,90,1180,"4 Khana Torrent N Vintage, made in kappa board and jars hold 200–250 g, at ₹90 per piece.",in_stock,/img/products/1180.webp|/img/products/1180-2.webp,yes
4 Jar Pink Marble,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1134,"4 Jar Pink Marble, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1134.webp|/img/products/1134-2.webp,yes
4 Jar Green Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1135,"4 Jar Green Flower, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1135.webp|/img/products/1135-2.webp,yes
4 Jar Cream Paper,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1136,"4 Jar Cream Paper, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1136.webp|/img/products/1136-2.webp,yes
4 Jar Revolving,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,385,1137,"4 Jar Revolving, made in MDF and with 4 jars of 200–250 g, at ₹385 per piece.",in_stock,/img/products/1137.webp,yes
4 Jar Cream Jali,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,400,1138,"4 Jar Cream Jali, made in MDF and with 4 jars of 200–250 g, at ₹400 per piece.",in_stock,/img/products/1138.webp|/img/products/1138-2.webp,yes
4 Jar Glass,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,420,1139,"4 Jar Glass, made in MDF and with 4 jars of 200–250 g, at ₹420 per piece.",in_stock,/img/products/1139.webp|/img/products/1139-2.webp,yes
4 Jar White Blue Bail,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,440,1140,"4 Jar White Blue Bail, made in MDF and with 4 jars of 200–250 g, at ₹440 per piece.",in_stock,/img/products/1140.webp|/img/products/1140-2.webp,yes
4 Jar Cream Dori,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,480,1141,"4 Jar Cream Dori, made in MDF and with 4 jars of 200–250 g, at ₹480 per piece.",in_stock,/img/products/1141.webp|/img/products/1141-2.webp,yes
4 Jar Stellar,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,525,1142,"4 Jar Stellar, made in MDF and with 4 jars of 200–250 g, at ₹525 per piece.",in_stock,/img/products/1142.webp,yes
4 Jar Cream Mor Bag,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,535,1143,"4 Jar Cream Mor Bag, made in MDF and with 4 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1143.webp|/img/products/1143-2.webp,yes
4 Jar Blue Golden Ambi,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,535,1144,"4 Jar Blue Golden Ambi, made in MDF and with 4 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1144.webp|/img/products/1144-2.webp,yes
4 Jar Blue Mandala,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,550,1145,"4 Jar Blue Mandala, made in MDF and with 4 jars of 200–250 g, at ₹550 per piece.",in_stock,/img/products/1145.webp|/img/products/1145-2.webp,yes
4 Jar Srinathji,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,550,1146,"4 Jar Srinathji, made in MDF and with 4 jars of 200–250 g, at ₹550 per piece.",in_stock,/img/products/1146.webp|/img/products/1146-2.webp,yes
4 Jar Mor Tin Bag Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,565,1147,"4 Jar Mor Tin Bag Box, made in MDF and with 4 jars of 200–250 g, at ₹565 per piece.",in_stock,/img/products/1147.webp|/img/products/1147-2.webp,yes
4 Jar Magic,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1148,"4 Jar Magic, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1148.webp,yes
4 Jar Pushpa,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1149,"4 Jar Pushpa, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1149.webp,yes
4 Jar Plazza,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1150,"4 Jar Plazza, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1150.webp|/img/products/1150-2.webp,yes
4 Jar Cosmo,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,630,1151,"4 Jar Cosmo, made in MDF and with 4 jars of 200–250 g, at ₹630 per piece.",in_stock,/img/products/1151.webp,yes
4 Jar Cycle Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,640,1152,"4 Jar Cycle Box, made in MDF and with 4 jars of 200–250 g, at ₹640 per piece.",in_stock,/img/products/1152.webp,yes
Barfi Light Stand,Lights & Lighting Décor,3.4 × 5.4 ft · per piece,"1,800",3618,"Barfi light stand, 3.4 feet wide and 5.4 feet tall, at ₹1,800 per piece.",in_stock,/img/products/3618.webp,yes
Passage Ring Light Stand,Lights & Lighting Décor,8 × 8 ft · per piece,"3,000",3619,"Passage ring light stand, 8 × 8 feet, at ₹3,000 per piece — set in a row to light an entrance walkway.",in_stock,/img/products/3619.webp,yes
Iron Ring Stand,"Backdrops, Wall Panels & Cloths","3 × 3 ft ₹900 · 4 × 4 ft ₹1,200 · 5 × 5 ft ₹1,500 · 6 × 6 ft ₹1,800",900,3620,"Iron ring stand in four sizes, sold per piece: 3 × 3 ft ₹900, 4 × 4 ft ₹1,200, 5 × 5 ft ₹1,500, 6 × 6 ft ₹1,800.",in_stock,/img/products/3620.webp,yes
Photo Frame Stand,Accessories,2 × 4.5 ft · per piece,"1,500",3621,"Wooden photo frame stand, 2 feet wide and 4.5 feet tall, at ₹1,500 per piece.",in_stock,/img/products/3621.webp,yes
Love Stand,Accessories,2 × 4.5 ft · per piece,"2,100",3622,"LOVE letter stand, 2 feet wide and 4.5 feet tall, at ₹2,100 per piece.",in_stock,/img/products/3622.webp,yes
Wooden Selfie Stand with Mirror,Mirror Décor,6 ft tall · per piece,"9,800",3623,"Carved wooden selfie stand with a mirror, 6 feet tall, at ₹9,800 per piece.",in_stock,/img/products/3623.webp,yes
Jalebi Light Stand,Lights & Lighting Décor,2 × 5.5 ft · per piece,"2,400",3624,"Jalebi light stand, 2 feet wide and 5.5 feet tall, at ₹2,400 per piece.",in_stock,/img/products/3624.webp,yes
Ball Light Stand,Lights & Lighting Décor,6 ft tall · per piece,"2,800",3625,"Ball light stand, 6 feet tall, at ₹2,800 per piece.",in_stock,/img/products/3625.webp,yes
Umbrella Light Stand,Lights & Lighting Décor,Per piece,"3,500",3626,"Umbrella light stand, at ₹3,500 per piece — hung in a cluster overhead.",in_stock,/img/products/3626.webp|/img/products/3626-2.webp,yes
Capsule Light Stand,Lights & Lighting Décor,"Big 4.3 ft ₹1,500 · Small 3.3 ft ₹1,200","1,200",3627,"Capsule light stand in two sizes, sold per piece: big 4.3 feet ₹1,500, small 3.3 feet ₹1,200.",in_stock,/img/products/3627.webp,yes
Sun Light 13 Candle,Lights & Lighting Décor,13 candle holders · per piece,"1,950",3628,"Sun light stand with 13 candle holders, at ₹1,950 per piece.",in_stock,/img/products/3628.webp,yes
Sun Light 32 Candle,Lights & Lighting Décor,32 candle holders · per piece,"2,700",3629,"Sun light stand with 32 candle holders, at ₹2,700 per piece.",in_stock,/img/products/3629.webp,yes
New Star Light Stand,Lights & Lighting Décor,6 ft · per piece,"3,700",3630,"New star light stand, 6 feet, at ₹3,700 per piece.",in_stock,/img/products/3630.webp,yes
2/2 Flower Box,"Backdrops, Wall Panels & Cloths",2 × 2 ft · per piece,"3,000",3631,"Lit flower box, 2 × 2 feet, at ₹3,000 per piece — set side by side to build a flower wall.",in_stock,/img/products/3631.webp|/img/products/3631-2.webp,yes
Cloth Light,Lights & Lighting Décor,15 × 2.5 ft · per piece,650,3632,"Cloth light, 15 × 2.5 feet, at ₹650 per piece.",in_stock,/img/products/3632.webp,yes
Wooden Butterfly (2 × 2 ft),Accessories,2 × 2 ft · per piece,"1,125",3633,"Painted wooden butterfly, 2 × 2 feet, at ₹1,125 per piece.",in_stock,/img/products/3633.webp,yes
Wooden Butterfly (6 × 6 ft),Accessories,6 × 6 ft · per piece,"6,000",3634,"Painted wooden butterfly, 6 × 6 feet, at ₹6,000 per piece.",in_stock,/img/products/3634.webp,yes
Payro Stand,SFX & Special Effects,Per piece,50,601,"Payro stand, the metal tube and base a cold-pyro candle sits in, at ₹50 per piece.",in_stock,/img/products/601.webp|/img/products/601-2.webp,yes
Golden Payro Stand,SFX & Special Effects,"2 ft, adjustable · per piece",200,602,"Golden payro stand, 2 feet and adjustable, at ₹200 per piece.",in_stock,/img/products/602.webp,yes
Payro Gun with LED Light,SFX & Special Effects,Per piece,115,603,"Payro gun with an LED light, at ₹115 per piece.",in_stock,/img/products/603.webp,yes
Paper Confetti,SFX & Special Effects,Multi and single colours · per kg,125,604,"Paper confetti in multi and single colours, at ₹125 per kilo.",in_stock,/img/products/604.webp|/img/products/604-2.webp,yes
Jari Confetti,SFX & Special Effects,Per kg,140,605,"Jari confetti in gold and silver, at ₹140 per kilo.",in_stock,/img/products/605.webp,yes
A08 Payro Remote Machine,SFX & Special Effects,Per set,"1,820",606,"A08 payro remote machine, a set of four receivers with one remote, at ₹1,820 per set.",in_stock,/img/products/606.webp,yes
8 Channel Payro Remote Machine E08,SFX & Special Effects,8 channels · per set,"3,640",607,"Eight-channel payro remote machine (E08), supplied in a carry case, at ₹3,640 per set.",in_stock,/img/products/607.webp,yes
12 Channel Payro Remote Machine E12,SFX & Special Effects,12 channels · per set,"4,900",608,"Twelve-channel payro remote machine (E12), supplied in a carry case, at ₹4,900 per set.",in_stock,/img/products/608.webp|/img/products/608-2.webp,yes
4 Jar Suede Boat Jar Basket,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,665,1153,"4 Jar Suede Boat Jar Basket (MDF · 4 jars of 200–250 g), at ₹665 per piece.",in_stock,/img/products/1153.webp,yes
4 Jar Leaf,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,665,1154,"4 Jar Leaf (MDF · 4 jars of 200–250 g), at ₹665 per piece.",in_stock,/img/products/1154.webp,yes
Mor Frame Box,"Gift Boxes, Trays, Bags & Baskets",GLASS · jars of 200–250 g · per piece,925,1156,"Mor Frame Box (GLASS · jars of 200–250 g), at ₹925 per piece.",in_stock,/img/products/1156.webp|/img/products/1156-2.webp|/img/products/1156-3.webp,yes
4 Jar Blue Mirror Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,"1,000",1157,"4 Jar Blue Mirror Box (MDF · 4 jars of 200–250 g), at ₹1,000 per piece.",in_stock,/img/products/1157.webp|/img/products/1157-2.webp,yes
5 Jar Royal Mint,"Gift Boxes, Trays, Bags & Baskets",MDF · 5 jars of 200–250 g · per piece,550,1158,"5 Jar Royal Mint (MDF · 5 jars of 200–250 g), at ₹550 per piece.",in_stock,/img/products/1158.webp|/img/products/1158-2.webp,yes
5 Jar Blue Elephant,"Gift Boxes, Trays, Bags & Baskets",MDF · 5 jars of 200–250 g · per piece,550,1159,"5 Jar Blue Elephant (MDF · 5 jars of 200–250 g), at ₹550 per piece.",in_stock,/img/products/1159.webp|/img/products/1159-2.webp,yes
5 Jar Bottle Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 5 jars of 200–250 g · per piece,525,1160,"5 Jar Bottle Box (MDF · 5 jars of 200–250 g), at ₹525 per piece.",in_stock,/img/products/1160.webp|/img/products/1160-2.webp|/img/products/1160-3.webp|/img/products/1160-4.webp,yes
6 Jar Green Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,520,1161,"6 Jar Green Flower (MDF · 6 jars of 200–250 g), at ₹520 per piece.",in_stock,/img/products/1161.webp|/img/products/1161-2.webp,yes
6 Jar Topaz,"Gift Boxes, Trays, Bags & Baskets",Kappa board · 6 jars of 200–250 g · per piece,520,1162,"6 Jar Topaz (Kappa board · 6 jars of 200–250 g), at ₹520 per piece.",in_stock,/img/products/1162.webp,yes
6 Jar Mor Tin Bag Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,690,1163,"6 Jar Mor Tin Bag Box (MDF · 6 jars of 200–250 g), at ₹690 per piece.",in_stock,/img/products/1163.webp|/img/products/1163-2.webp,yes
6 Jar Pushpa,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,795,1164,"6 Jar Pushpa (MDF · 6 jars of 200–250 g), at ₹795 per piece.",in_stock,/img/products/1164.webp,yes
6 Jar Trident,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,880,1165,"6 Jar Trident (MDF · 6 jars of 200–250 g), at ₹880 per piece.",in_stock,/img/products/1165.webp,yes
6 Jar Cream Marble,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,615,1166,"6 Jar Cream Marble (MDF · 6 jars of 200–250 g), at ₹615 per piece.",in_stock,/img/products/1166.webp|/img/products/1166-2.webp,yes
Parachute Crystal Lamp,Lamps & Diyas,16 in ₹850,850,701,"Parachute Crystal Lamp, 16 in, at ₹850 per piece.",in_stock,/img/products/701.webp,yes
Crystal Balloon Lamp,Lamps & Diyas,12 in ₹850,850,702,"Crystal Balloon Lamp, 12 in, at ₹850 per piece.",in_stock,/img/products/702.webp,yes
